timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,0.097,-0.097,360,500
2,0.002,0.001,0.001,360,500
4,0.008,-0.04,0.048,360,500
6,0.018,-0.043,0.061,360,500
8,0.032,0.083,-0.051,360,500
10,0.05,0.067,-0.017,360,500
12,0.072,0.101,-0.029,360,500
14,0.098,0.101,-0.003,360,500
16,0.128,0.177,-0.049,360,500
18,0.162,0.251,-0.089,360,500
20,0.2,0.253,-0.053,360,500
22,0.242,0.391,-0.149,360,500
24,0.288,0.259,0.029,360,500
26,0.338,0.36,-0.022,360,500
28,0.392,0.37,0.022,360,500
30,0.45,0.414,0.036,360,500
32,0.512,0.586,-0.074,360,500
34,0.578,0.597,-0.019,360,500
36,0.648,0.637,0.011,360,500
38,0.722,0.689,0.033,360,500
40,0.8,0.795,0.005,360,500
42,0.882,0.793,0.089,360,500
44,0.968,0.962,0.006,360,500
46,1.058,1.157,-0.099,360,500
48,1.152,1.153,-0.001,360,500
50,1.25,1.147,0.103,360,500
52,1.352,1.382,-0.03,360,500
54,1.458,1.611,-0.153,360,500
56,1.568,1.626,-0.058,360,500
58,1.682,1.656,0.026,360,500
60,1.8,1.804,-0.004,360,500
62,1.922,1.881,0.041,360,500
64,2.048,2.012,0.036,360,500
66,2.178,2.192,-0.014,360,500
68,2.312,2.255,0.057,360,500
70,2.45,2.43,0.02,360,500
72,2.592,2.614,-0.022,360,500
74,2.738,2.832,-0.094,360,500
76,2.888,2.895,-0.007,360,500
78,3.042,3.123,-0.081,360,500
80,3.2,3.164,0.036,360,500
82,3.362,3.34,0.022,360,500
84,3.528,3.551,-0.023,360,500
86,3.698,3.594,0.104,360,500
88,3.872,3.982,-0.11,360,500
90,4.05,3.965,0.085,360,500
92,4.232,4.187,0.045,360,500
94,4.418,4.385,0.033,360,500
96,4.608,4.626,-0.018,360,500
98,4.802,4.901,-0.099,360,500
100,5.0,5.032,-0.032,360,500
102,5.202,5.181,0.021,360,500
104,5.408,5.362,0.046,360,500
106,5.618,5.597,0.021,360,500
108,5.832,5.845,-0.013,360,500
110,6.05,6.06,-0.01,360,500
112,6.272,6.274,-0.002,360,500
114,6.498,6.46,0.038,360,500
116,6.728,6.614,0.114,360,500
118,6.962,6.951,0.011,360,500
120,7.2,7.214,-0.014,360,500
122,7.442,7.486,-0.044,360,500
124,7.688,7.705,-0.017,360,500
126,7.938,7.926,0.012,360,500
128,8.192,8.27,-0.078,360,500
130,8.45,8.514,-0.064,360,500
132,8.712,8.776,-0.064,360,500
134,8.978,8.939,0.039,360,500
136,9.248,9.194,0.054,360,500
138,9.522,9.5,0.022,360,500
140,9.8,9.718,0.082,360,500
142,10.082,10.083,-0.001,360,500
144,10.368,10.348,0.02,360,500
146,10.658,10.693,-0.035,360,500
148,10.952,10.901,0.051,360,500
150,11.25,11.205,0.045,360,500
152,11.552,11.516,0.036,360,500
154,11.858,11.807,0.051,360,500
156,12.168,12.149,0.019,360,500
158,12.482,12.502,-0.02,360,500
160,12.8,12.777,0.023,360,500
162,13.122,13.078,0.044,360,500
164,13.448,13.445,0.003,360,500
166,13.778,13.846,-0.068,360,500
168,14.112,14.046,0.066,360,500
170,14.45,14.483,-0.033,360,500
172,14.792,14.732,0.06,360,500
174,15.138,15.177,-0.039,360,500
176,15.488,15.435,0.053,360,500
178,15.842,15.88,-0.038,360,500
180,16.2,16.165,0.035,360,500
182,16.562,16.523,0.039,360,500
184,16.928,16.883,0.045,360,500
186,17.298,17.346,-0.048,360,500
188,17.672,17.673,-0.001,360,500
190,18.05,18.007,0.043,360,500
192,18.432,18.35,0.082,360,500
194,18.818,18.793,0.025,360,500
196,19.208,19.168,0.04,360,500
198,19.602,19.507,0.095,360,500
200,20.0,19.867,0.133,360,500
202,20.402,20.468,-0.066,360,500
204,20.808,20.874,-0.066,360,500
206,21.218,21.158,0.06,360,500
208,21.632,21.654,-0.022,360,500
210,22.05,22.157,-0.107,360,500
212,22.472,22.43,0.042,360,500
214,22.898,22.854,0.044,360,500
216,23.328,23.271,0.057,360,500
218,23.762,23.671,0.091,360,500
220,24.2,24.132,0.068,360,500
222,24.642,24.685,-0.043,360,500
224,25.088,25.055,0.033,360,500
226,25.538,25.544,-0.006,360,500
228,25.992,25.996,-0.004,360,500
230,26.45,26.407,0.043,360,500
232,26.912,26.924,-0.012,360,500
234,27.378,27.365,0.013,360,500
236,27.848,27.735,0.113,360,500
238,28.322,28.24,0.082,360,500
240,28.8,28.718,0.082,360,500
242,29.282,29.282,-0.0,360,500
244,29.768,29.707,0.061,360,500
246,30.258,30.247,0.011,360,500
248,30.752,30.773,-0.021,360,500
250,31.25,31.301,-0.051,360,500
252,31.752,31.723,0.029,360,500
254,32.258,32.317,-0.059,360,500
256,32.768,32.771,-0.003,360,500
258,33.282,33.276,0.006,360,500
260,33.8,33.822,-0.022,360,500
262,34.322,34.34,-0.018,360,500
264,34.848,34.741,0.107,360,500
266,35.378,35.482,-0.104,360,500
268,35.912,35.854,0.058,360,500
270,36.45,36.403,0.047,360,500
272,36.992,36.947,0.045,360,500
274,37.538,37.581,-0.043,360,500
276,38.088,38.093,-0.005,360,500
278,38.642,38.713,-0.071,360,500
280,39.2,39.164,0.036,360,500
282,39.762,39.794,-0.032,360,500
284,40.328,40.267,0.061,360,500
286,40.898,41.009,-0.111,360,500
288,41.472,41.393,0.079,360,500
290,42.05,42.097,-0.047,360,500
292,42.632,42.697,-0.065,360,500
294,43.218,43.127,0.091,360,500
296,43.808,43.832,-0.024,360,500
298,44.402,44.508,-0.106,360,500
300,45.0,44.914,0.086,360,500
302,45.602,45.568,0.034,360,500
