timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,-0.076,0.076,270,500
2,0.002,0.008,-0.006,270,500
4,0.008,-0.056,0.064,270,500
6,0.018,0.022,-0.004,270,500
8,0.032,-0.02,0.052,270,500
10,0.05,0.083,-0.033,270,500
12,0.072,0.093,-0.021,270,500
14,0.098,0.159,-0.061,270,500
16,0.128,0.136,-0.008,270,500
18,0.162,0.237,-0.075,270,500
20,0.2,0.137,0.063,270,500
22,0.242,0.182,0.06,270,500
24,0.288,0.194,0.094,270,500
26,0.338,0.308,0.03,270,500
28,0.392,0.239,0.153,270,500
30,0.45,0.466,-0.016,270,500
32,0.512,0.536,-0.024,270,500
34,0.578,0.666,-0.088,270,500
36,0.648,0.616,0.032,270,500
38,0.722,0.733,-0.011,270,500
40,0.8,0.808,-0.008,270,500
42,0.882,0.896,-0.014,270,500
44,0.968,1.028,-0.06,270,500
46,1.058,1.017,0.041,270,500
48,1.152,1.148,0.004,270,500
50,1.25,1.188,0.062,270,500
52,1.352,1.347,0.005,270,500
54,1.458,1.533,-0.075,270,500
56,1.568,1.578,-0.01,270,500
58,1.682,1.619,0.063,270,500
60,1.8,1.832,-0.032,270,500
62,1.922,1.938,-0.016,270,500
64,2.048,2.078,-0.03,270,500
66,2.178,2.092,0.086,270,500
68,2.312,2.274,0.038,270,500
70,2.45,2.435,0.015,270,500
72,2.592,2.536,0.056,270,500
74,2.738,2.669,0.069,270,500
76,2.888,2.92,-0.032,270,500
78,3.042,3.11,-0.068,270,500
80,3.2,3.127,0.073,270,500
82,3.362,3.372,-0.01,270,500
84,3.528,3.501,0.027,270,500
86,3.698,3.628,0.07,270,500
88,3.872,3.952,-0.08,270,500
90,4.05,4.072,-0.022,270,500
92,4.232,4.193,0.039,270,500
94,4.418,4.361,0.057,270,500
96,4.608,4.503,0.105,270,500
98,4.802,4.843,-0.041,270,500
100,5.0,5.017,-0.017,270,500
102,5.202,5.281,-0.079,270,500
104,5.408,5.357,0.051,270,500
106,5.618,5.642,-0.024,270,500
108,5.832,5.883,-0.051,270,500
110,6.05,6.076,-0.026,270,500
112,6.272,6.248,0.024,270,500
114,6.498,6.538,-0.04,270,500
116,6.728,6.695,0.033,270,500
118,6.962,6.889,0.073,270,500
120,7.2,7.308,-0.108,270,500
122,7.442,7.488,-0.046,270,500
124,7.688,7.62,0.068,270,500
126,7.938,8.026,-0.088,270,500
128,8.192,8.275,-0.083,270,500
130,8.45,8.478,-0.028,270,500
132,8.712,8.677,0.035,270,500
134,8.978,8.932,0.046,270,500
136,9.248,9.199,0.049,270,500
138,9.522,9.51,0.012,270,500
140,9.8,9.736,0.064,270,500
142,10.082,10.019,0.063,270,500
144,10.368,10.399,-0.031,270,500
146,10.658,10.63,0.028,270,500
148,10.952,10.935,0.017,270,500
150,11.25,11.294,-0.044,270,500
152,11.552,11.586,-0.034,270,500
154,11.858,11.845,0.013,270,500
156,12.168,12.098,0.07,270,500
158,12.482,12.47,0.012,270,500
160,12.8,12.779,0.021,270,500
162,13.122,13.149,-0.027,270,500
164,13.448,13.484,-0.036,270,500
166,13.778,13.747,0.031,270,500
168,14.112,14.191,-0.079,270,500
170,14.45,14.338,0.112,270,500
172,14.792,14.766,0.026,270,500
174,15.138,15.216,-0.078,270,500
176,15.488,15.555,-0.067,270,500
178,15.842,15.878,-0.036,270,500
180,16.2,16.182,0.018,270,500
182,16.562,16.647,-0.085,270,500
184,16.928,16.916,0.012,270,500
186,17.298,17.383,-0.085,270,500
188,17.672,17.733,-0.061,270,500
190,18.05,18.018,0.032,270,500
192,18.432,18.342,0.09,270,500
194,18.818,18.891,-0.073,270,500
196,19.208,19.136,0.072,270,500
198,19.602,19.559,0.043,270,500
200,20.0,19.955,0.045,270,500
202,20.402,20.336,0.066,270,500
204,20.808,20.827,-0.019,270,500
206,21.218,21.228,-0.01,270,500
208,21.632,21.603,0.029,270,500
210,22.05,22.051,-0.001,270,500
212,22.472,22.493,-0.021,270,500
214,22.898,22.835,0.063,270,500
216,23.328,23.354,-0.026,270,500
218,23.762,23.697,0.065,270,500
220,24.2,24.139,0.061,270,500
222,24.642,24.651,-0.009,270,500
224,25.088,25.097,-0.009,270,500
226,25.538,25.531,0.007,270,500
228,25.992,25.864,0.128,270,500
230,26.45,26.46,-0.01,270,500
232,26.912,26.941,-0.029,270,500
234,27.378,27.416,-0.038,270,500
236,27.848,27.809,0.039,270,500
238,28.322,28.327,-0.005,270,500
240,28.8,28.806,-0.006,270,500
242,29.282,29.288,-0.006,270,500
244,29.768,29.663,0.105,270,500
246,30.258,30.325,-0.067,270,500
248,30.752,30.759,-0.007,270,500
250,31.25,31.281,-0.031,270,500
252,31.752,31.83,-0.078,270,500
254,32.258,32.293,-0.035,270,500
256,32.768,32.672,0.096,270,500
258,33.282,33.223,0.059,270,500
260,33.8,33.735,0.065,270,500
262,34.322,34.326,-0.004,270,500
264,34.848,34.794,0.054,270,500
266,35.378,35.366,0.012,270,500
268,35.912,35.92,-0.008,270,500
270,36.45,36.56,-0.11,270,500
272,36.99,36.953,0.037,270,500
274,37.53,37.531,-0.001,270,500
276,38.07,38.062,0.008,270,500
278,38.61,38.663,-0.053,270,500
280,39.15,39.113,0.037,270,500
282,39.69,39.764,-0.074,270,500
284,40.23,40.176,0.054,270,500
286,40.77,40.773,-0.003,270,500
288,41.31,41.219,0.091,270,500
290,41.85,42.025,-0.175,270,500
292,42.39,42.482,-0.092,270,500
294,42.93,42.93,0.0,270,500
296,43.47,43.494,-0.024,270,500
298,44.01,43.917,0.093,270,500
300,44.55,44.513,0.037,270,500
302,45.09,45.086,0.004,270,500
304,45.63,45.617,0.013,270,500
306,46.17,46.113,0.057,270,500
308,46.71,46.73,-0.02,270,500
310,47.25,47.295,-0.045,270,500
312,47.79,47.754,0.036,270,500
314,48.33,48.315,0.015,270,500
316,48.87,48.824,0.046,270,500
318,49.41,49.341,0.069,270,500
320,49.95,49.988,-0.038,270,500
322,50.49,50.459,0.031,270,500
324,51.03,51.036,-0.006,270,500
326,51.57,51.606,-0.036,270,500
328,52.11,52.11,-0.0,270,500
330,52.65,52.633,0.017,270,500
332,53.19,53.206,-0.016,270,500
334,53.73,53.623,0.107,270,500
336,54.27,54.315,-0.045,270,500
338,54.81,54.743,0.067,270,500
340,55.35,55.364,-0.014,270,500
342,55.89,55.948,-0.058,270,500
344,56.43,56.459,-0.029,270,500
346,56.97,57.041,-0.071,270,500
348,57.51,57.61,-0.1,270,500
350,58.05,58.074,-0.024,270,500
352,58.59,58.567,0.023,270,500
354,59.13,59.077,0.053,270,500
356,59.67,59.655,0.015,270,500
358,60.21,60.269,-0.059,270,500
360,60.75,60.793,-0.043,270,500
362,61.29,61.271,0.019,270,500
364,61.83,61.781,0.049,270,500
366,62.37,62.431,-0.061,270,500
368,62.91,62.898,0.012,270,500
370,63.45,63.426,0.024,270,500
372,63.99,63.852,0.138,270,500
374,64.53,64.484,0.046,270,500
376,65.07,65.189,-0.119,270,500
378,65.61,65.63,-0.02,270,500
380,66.15,66.197,-0.047,270,500
382,66.69,66.702,-0.012,270,500
384,67.23,67.174,0.056,270,500
386,67.77,67.766,0.004,270,500
388,68.31,68.339,-0.029,270,500
390,68.85,68.849,0.001,270,500
392,69.39,69.367,0.023,270,500
394,69.93,69.945,-0.015,270,500
396,70.47,70.457,0.013,270,500
398,71.01,71.002,0.008,270,500
400,71.55,71.594,-0.044,270,500
402,72.09,72.103,-0.013,270,500
404,72.63,72.636,-0.006,270,500
406,73.17,73.291,-0.121,270,500
408,73.71,73.74,-0.03,270,500
410,74.25,74.315,-0.065,270,500
412,74.79,74.737,0.053,270,500
414,75.33,75.3,0.03,270,500
416,75.87,75.817,0.053,270,500
418,76.41,76.39,0.02,270,500
420,76.95,76.862,0.088,270,500
422,77.49,77.409,0.081,270,500
424,78.03,77.976,0.054,270,500
426,78.57,78.519,0.051,270,500
428,79.11,79.118,-0.008,270,500
430,79.65,79.601,0.049,270,500
432,80.19,80.174,0.016,270,500
434,80.73,80.76,-0.03,270,500
436,81.27,81.291,-0.021,270,500
438,81.81,81.809,0.001,270,500
440,82.35,82.373,-0.023,270,500
442,82.89,82.959,-0.069,270,500
444,83.43,83.384,0.046,270,500
