timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,-0.07,0.07,60,500
2,0.002,0.016,-0.014,60,500
4,0.008,0.063,-0.055,60,500
6,0.018,0.013,0.005,60,500
8,0.032,0.051,-0.019,60,500
10,0.05,0.162,-0.112,60,500
12,0.072,0.037,0.035,60,500
14,0.098,0.214,-0.116,60,500
16,0.128,0.199,-0.071,60,500
18,0.162,0.117,0.045,60,500
20,0.2,0.257,-0.057,60,500
22,0.242,0.239,0.003,60,500
24,0.288,0.222,0.066,60,500
26,0.338,0.339,-0.001,60,500
28,0.392,0.295,0.097,60,500
30,0.45,0.425,0.025,60,500
32,0.512,0.468,0.044,60,500
34,0.578,0.604,-0.026,60,500
36,0.648,0.72,-0.072,60,500
38,0.722,0.711,0.011,60,500
40,0.8,0.803,-0.003,60,500
42,0.882,0.903,-0.021,60,500
44,0.968,0.934,0.034,60,500
46,1.058,1.077,-0.019,60,500
48,1.152,1.126,0.026,60,500
50,1.25,1.15,0.1,60,500
52,1.352,1.403,-0.051,60,500
54,1.458,1.442,0.016,60,500
56,1.568,1.588,-0.02,60,500
58,1.682,1.634,0.048,60,500
60,1.8,1.689,0.111,60,500
62,1.92,1.889,0.031,60,500
64,2.04,1.962,0.078,60,500
66,2.16,2.293,-0.133,60,500
68,2.28,2.339,-0.059,60,500
70,2.4,2.357,0.043,60,500
72,2.52,2.552,-0.032,60,500
74,2.64,2.639,0.001,60,500
76,2.76,2.705,0.055,60,500
78,2.88,2.885,-0.005,60,500
80,3.0,2.982,0.018,60,500
82,3.12,3.165,-0.045,60,500
84,3.24,3.236,0.004,60,500
86,3.36,3.313,0.047,60,500
88,3.48,3.512,-0.032,60,500
90,3.6,3.614,-0.014,60,500
92,3.72,3.633,0.087,60,500
94,3.84,3.978,-0.138,60,500
96,3.96,3.916,0.044,60,500
98,4.08,4.067,0.013,60,500
100,4.2,4.286,-0.086,60,500
102,4.32,4.373,-0.053,60,500
104,4.44,4.472,-0.032,60,500
106,4.56,4.549,0.011,60,500
108,4.68,4.639,0.041,60,500
110,4.8,4.749,0.051,60,500
112,4.92,4.899,0.021,60,500
114,5.04,5.054,-0.014,60,500
116,5.16,5.051,0.109,60,500
118,5.28,5.202,0.078,60,500
120,5.4,5.359,0.041,60,500
122,5.52,5.573,-0.053,60,500
124,5.64,5.611,0.029,60,500
126,5.76,5.787,-0.027,60,500
128,5.88,5.916,-0.036,60,500
130,6.0,6.002,-0.002,60,500
132,6.12,6.12,-0.0,60,500
134,6.24,6.241,-0.001,60,500
136,6.36,6.34,0.02,60,500
138,6.48,6.521,-0.041,60,500
140,6.6,6.517,0.083,60,500
142,6.72,6.752,-0.032,60,500
144,6.84,6.928,-0.088,60,500
146,6.96,6.951,0.009,60,500
148,7.08,7.161,-0.081,60,500
150,7.2,7.225,-0.025,60,500
152,7.32,7.28,0.04,60,500
154,7.44,7.588,-0.148,60,500
156,7.56,7.488,0.072,60,500
158,7.68,7.645,0.035,60,500
160,7.8,7.808,-0.008,60,500
162,7.92,7.975,-0.055,60,500
164,8.04,8.014,0.026,60,500
166,8.16,8.217,-0.057,60,500
168,8.28,8.283,-0.003,60,500
170,8.4,8.49,-0.09,60,500
172,8.52,8.566,-0.046,60,500
174,8.64,8.601,0.039,60,500
176,8.76,8.684,0.076,60,500
178,8.88,8.934,-0.054,60,500
180,9.0,9.005,-0.005,60,500
182,9.12,9.176,-0.056,60,500
184,9.24,9.267,-0.027,60,500
186,9.36,9.301,0.059,60,500
188,9.48,9.411,0.069,60,500
190,9.6,9.599,0.001,60,500
192,9.72,9.785,-0.065,60,500
194,9.84,9.959,-0.119,60,500
196,9.96,9.909,0.051,60,500
198,10.08,10.004,0.076,60,500
200,10.2,10.246,-0.046,60,500
202,10.32,10.234,0.086,60,500
204,10.44,10.421,0.019,60,500
206,10.56,10.631,-0.071,60,500
208,10.68,10.72,-0.04,60,500
210,10.8,10.821,-0.021,60,500
212,10.92,10.805,0.115,60,500
214,11.04,11.094,-0.054,60,500
216,11.16,11.159,0.001,60,500
218,11.28,11.25,0.03,60,500
220,11.4,11.306,0.094,60,500
222,11.52,11.457,0.063,60,500
224,11.64,11.599,0.041,60,500
226,11.76,11.808,-0.048,60,500
228,11.88,11.912,-0.032,60,500
230,12.0,12.058,-0.058,60,500
232,12.12,12.197,-0.077,60,500
234,12.24,12.277,-0.037,60,500
236,12.36,12.291,0.069,60,500
238,12.48,12.435,0.045,60,500
240,12.6,12.63,-0.03,60,500
242,12.72,12.658,0.062,60,500
244,12.84,12.858,-0.018,60,500
246,12.96,12.872,0.088,60,500
248,13.08,13.082,-0.002,60,500
250,13.2,13.197,0.003,60,500
252,13.32,13.227,0.093,60,500
254,13.44,13.433,0.007,60,500
256,13.56,13.635,-0.075,60,500
258,13.68,13.6,0.08,60,500
260,13.8,13.836,-0.036,60,500
262,13.92,13.876,0.044,60,500
264,14.04,13.894,0.146,60,500
266,14.16,14.159,0.001,60,500
268,14.28,14.219,0.061,60,500
270,14.4,14.37,0.03,60,500
272,14.52,14.514,0.006,60,500
274,14.64,14.722,-0.082,60,500
276,14.76,14.827,-0.067,60,500
278,14.88,14.892,-0.012,60,500
280,15.0,14.964,0.036,60,500
282,15.12,15.161,-0.041,60,500
284,15.24,15.266,-0.026,60,500
286,15.36,15.416,-0.056,60,500
288,15.48,15.503,-0.023,60,500
290,15.6,15.47,0.13,60,500
292,15.72,15.743,-0.023,60,500
294,15.84,15.838,0.002,60,500
296,15.96,16.051,-0.091,60,500
298,16.08,16.087,-0.007,60,500
300,16.2,16.142,0.058,60,500
302,16.32,16.244,0.076,60,500
304,16.44,16.455,-0.015,60,500
306,16.56,16.443,0.117,60,500
308,16.68,16.7,-0.02,60,500
310,16.8,16.738,0.062,60,500
312,16.92,16.95,-0.03,60,500
314,17.04,17.163,-0.123,60,500
