timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,0.058,-0.058,75,500
2,0.002,-0.006,0.008,75,500
4,0.008,-0.032,0.04,75,500
6,0.018,0.083,-0.065,75,500
8,0.032,-0.032,0.064,75,500
10,0.05,0.116,-0.066,75,500
12,0.072,0.11,-0.038,75,500
14,0.098,0.088,0.01,75,500
16,0.128,0.175,-0.047,75,500
18,0.162,0.215,-0.053,75,500
20,0.2,0.213,-0.013,75,500
22,0.242,0.234,0.008,75,500
24,0.288,0.256,0.032,75,500
26,0.338,0.445,-0.107,75,500
28,0.392,0.376,0.016,75,500
30,0.45,0.402,0.048,75,500
32,0.512,0.554,-0.042,75,500
34,0.578,0.565,0.013,75,500
36,0.648,0.546,0.102,75,500
38,0.722,0.747,-0.025,75,500
40,0.8,0.754,0.046,75,500
42,0.882,0.83,0.052,75,500
44,0.968,1.033,-0.065,75,500
46,1.058,1.037,0.021,75,500
48,1.152,1.161,-0.009,75,500
50,1.25,1.324,-0.074,75,500
52,1.352,1.302,0.05,75,500
54,1.458,1.502,-0.044,75,500
56,1.568,1.548,0.02,75,500
58,1.682,1.613,0.069,75,500
60,1.8,1.742,0.058,75,500
62,1.922,2.004,-0.082,75,500
64,2.048,1.969,0.079,75,500
66,2.178,2.243,-0.065,75,500
68,2.312,2.308,0.004,75,500
70,2.45,2.463,-0.013,75,500
72,2.592,2.551,0.041,75,500
74,2.738,2.616,0.122,75,500
76,2.888,2.859,0.028,75,500
78,3.038,3.075,-0.038,75,500
80,3.188,3.229,-0.042,75,500
82,3.338,3.329,0.008,75,500
84,3.488,3.542,-0.055,75,500
86,3.638,3.585,0.052,75,500
88,3.787,3.669,0.119,75,500
90,3.938,3.986,-0.049,75,500
92,4.088,4.035,0.053,75,500
94,4.238,4.125,0.112,75,500
96,4.388,4.404,-0.016,75,500
98,4.538,4.445,0.092,75,500
100,4.688,4.711,-0.023,75,500
102,4.838,4.737,0.1,75,500
104,4.988,5.137,-0.149,75,500
106,5.138,5.099,0.038,75,500
108,5.288,5.203,0.084,75,500
110,5.438,5.457,-0.019,75,500
112,5.588,5.539,0.049,75,500
114,5.738,5.6,0.137,75,500
116,5.888,5.822,0.066,75,500
118,6.038,6.116,-0.079,75,500
120,6.188,6.126,0.062,75,500
122,6.338,6.301,0.036,75,500
124,6.488,6.538,-0.051,75,500
126,6.638,6.649,-0.011,75,500
128,6.788,6.804,-0.017,75,500
130,6.938,6.883,0.055,75,500
132,7.088,7.112,-0.025,75,500
134,7.238,7.232,0.006,75,500
136,7.388,7.336,0.051,75,500
138,7.538,7.635,-0.098,75,500
140,7.688,7.651,0.037,75,500
142,7.838,7.861,-0.023,75,500
144,7.988,7.974,0.014,75,500
146,8.137,8.044,0.093,75,500
148,8.288,8.41,-0.123,75,500
150,8.438,8.455,-0.018,75,500
152,8.588,8.551,0.036,75,500
154,8.738,8.739,-0.001,75,500
156,8.888,8.929,-0.041,75,500
158,9.038,9.088,-0.05,75,500
160,9.188,9.207,-0.019,75,500
162,9.338,9.285,0.052,75,500
164,9.488,9.494,-0.007,75,500
166,9.638,9.658,-0.02,75,500
