timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,-0.024,0.024,90,500
2,0.002,-0.071,0.073,90,500
4,0.008,-0.02,0.028,90,500
6,0.018,-0.043,0.061,90,500
8,0.032,0.028,0.004,90,500
10,0.05,0.125,-0.075,90,500
12,0.072,0.147,-0.075,90,500
14,0.098,0.115,-0.017,90,500
16,0.128,0.112,0.016,90,500
18,0.162,0.24,-0.078,90,500
20,0.2,0.132,0.068,90,500
22,0.242,0.285,-0.043,90,500
24,0.288,0.351,-0.063,90,500
26,0.338,0.399,-0.061,90,500
28,0.392,0.357,0.035,90,500
30,0.45,0.445,0.005,90,500
32,0.512,0.563,-0.051,90,500
34,0.578,0.499,0.079,90,500
36,0.648,0.643,0.005,90,500
38,0.722,0.714,0.008,90,500
40,0.8,0.728,0.072,90,500
42,0.882,0.911,-0.029,90,500
44,0.968,0.972,-0.004,90,500
46,1.058,1.08,-0.022,90,500
48,1.152,1.136,0.016,90,500
50,1.25,1.244,0.006,90,500
52,1.352,1.31,0.042,90,500
54,1.458,1.487,-0.029,90,500
56,1.568,1.625,-0.057,90,500
58,1.682,1.765,-0.083,90,500
60,1.8,1.786,0.014,90,500
62,1.922,1.962,-0.04,90,500
64,2.048,2.065,-0.017,90,500
66,2.178,2.22,-0.042,90,500
68,2.312,2.227,0.085,90,500
70,2.45,2.496,-0.046,90,500
72,2.592,2.614,-0.022,90,500
74,2.738,2.753,-0.015,90,500
76,2.888,2.862,0.026,90,500
78,3.042,3.154,-0.112,90,500
80,3.2,3.195,0.005,90,500
82,3.362,3.365,-0.003,90,500
84,3.528,3.43,0.098,90,500
86,3.698,3.691,0.007,90,500
88,3.872,3.855,0.017,90,500
90,4.05,3.985,0.065,90,500
92,4.23,4.151,0.079,90,500
94,4.41,4.376,0.034,90,500
96,4.59,4.599,-0.009,90,500
98,4.77,4.781,-0.011,90,500
100,4.95,4.84,0.11,90,500
102,5.13,5.079,0.051,90,500
104,5.31,5.225,0.085,90,500
106,5.49,5.4,0.09,90,500
108,5.67,5.66,0.01,90,500
110,5.85,5.845,0.005,90,500
112,6.03,6.022,0.008,90,500
114,6.21,6.297,-0.087,90,500
116,6.39,6.495,-0.105,90,500
118,6.57,6.61,-0.04,90,500
120,6.75,6.688,0.062,90,500
122,6.93,6.984,-0.054,90,500
124,7.11,7.116,-0.006,90,500
126,7.29,7.302,-0.012,90,500
128,7.47,7.463,0.007,90,500
130,7.65,7.686,-0.036,90,500
132,7.83,7.899,-0.069,90,500
134,8.01,8.018,-0.008,90,500
136,8.19,8.187,0.003,90,500
138,8.37,8.356,0.014,90,500
140,8.55,8.62,-0.07,90,500
142,8.73,8.768,-0.038,90,500
144,8.91,8.951,-0.041,90,500
146,9.09,9.011,0.079,90,500
148,9.27,9.279,-0.009,90,500
150,9.45,9.372,0.078,90,500
152,9.63,9.575,0.055,90,500
154,9.81,9.947,-0.137,90,500
156,9.99,9.955,0.035,90,500
158,10.17,10.218,-0.048,90,500
160,10.35,10.383,-0.033,90,500
162,10.53,10.599,-0.069,90,500
164,10.71,10.74,-0.03,90,500
166,10.89,11.02,-0.13,90,500
168,11.07,11.126,-0.056,90,500
170,11.25,11.297,-0.047,90,500
172,11.43,11.404,0.026,90,500
174,11.61,11.603,0.007,90,500
176,11.79,11.71,0.08,90,500
178,11.97,11.906,0.064,90,500
180,12.15,12.144,0.006,90,500
182,12.33,12.355,-0.025,90,500
184,12.51,12.647,-0.137,90,500
186,12.69,12.589,0.101,90,500
188,12.87,12.847,0.023,90,500
190,13.05,12.974,0.076,90,500
192,13.23,13.193,0.037,90,500
194,13.41,13.346,0.064,90,500
196,13.59,13.576,0.014,90,500
198,13.77,13.796,-0.026,90,500
200,13.95,13.966,-0.016,90,500
202,14.13,14.044,0.086,90,500
204,14.31,14.401,-0.091,90,500
206,14.49,14.505,-0.015,90,500
208,14.67,14.768,-0.098,90,500
210,14.85,14.917,-0.067,90,500
212,15.03,15.067,-0.037,90,500
214,15.21,15.244,-0.034,90,500
216,15.39,15.401,-0.011,90,500
218,15.57,15.607,-0.037,90,500
220,15.75,15.705,0.045,90,500
222,15.93,15.995,-0.065,90,500
224,16.11,16.089,0.021,90,500
226,16.29,16.249,0.041,90,500
228,16.47,16.374,0.096,90,500
230,16.65,16.576,0.074,90,500
232,16.83,16.853,-0.023,90,500
234,17.01,16.963,0.047,90,500
236,17.19,17.18,0.01,90,500
238,17.37,17.576,-0.206,90,500
240,17.55,17.599,-0.049,90,500
242,17.73,17.669,0.061,90,500
244,17.91,17.989,-0.079,90,500
246,18.09,18.057,0.033,90,500
248,18.27,18.316,-0.046,90,500
250,18.45,18.476,-0.026,90,500
252,18.63,18.584,0.046,90,500
254,18.81,18.903,-0.093,90,500
256,18.99,18.969,0.021,90,500
258,19.17,19.179,-0.009,90,500
260,19.35,19.296,0.054,90,500
262,19.53,19.648,-0.118,90,500
264,19.71,19.698,0.012,90,500
266,19.89,19.954,-0.064,90,500
268,20.07,19.981,0.089,90,500
270,20.25,20.279,-0.029,90,500
272,20.43,20.436,-0.006,90,500
274,20.61,20.591,0.019,90,500
276,20.79,20.728,0.062,90,500
278,20.97,21.028,-0.058,90,500
280,21.15,21.107,0.043,90,500
282,21.33,21.276,0.054,90,500
284,21.51,21.546,-0.036,90,500
286,21.69,21.704,-0.014,90,500
288,21.87,21.948,-0.078,90,500
290,22.05,22.034,0.016,90,500
292,22.23,22.172,0.058,90,500
294,22.41,22.399,0.011,90,500
296,22.59,22.698,-0.108,90,500
298,22.77,22.81,-0.04,90,500
300,22.95,22.972,-0.022,90,500
302,23.13,23.245,-0.115,90,500
304,23.31,23.366,-0.056,90,500
306,23.49,23.507,-0.017,90,500
308,23.67,23.671,-0.001,90,500
310,23.85,23.811,0.039,90,500
312,24.03,23.949,0.081,90,500
314,24.21,24.211,-0.001,90,500
316,24.39,24.416,-0.026,90,500
318,24.57,24.597,-0.027,90,500
320,24.75,24.794,-0.044,90,500
322,24.93,24.819,0.111,90,500
324,25.11,25.024,0.086,90,500
326,25.29,25.256,0.034,90,500
328,25.47,25.553,-0.083,90,500
330,25.65,25.638,0.012,90,500
332,25.83,25.765,0.065,90,500
334,26.01,26.13,-0.12,90,500
336,26.19,26.254,-0.064,90,500
338,26.37,26.397,-0.027,90,500
340,26.55,26.541,0.009,90,500
342,26.73,26.804,-0.074,90,500
344,26.91,26.915,-0.005,90,500
346,27.09,27.112,-0.022,90,500
348,27.27,27.339,-0.069,90,500
350,27.45,27.489,-0.039,90,500
352,27.63,27.636,-0.006,90,500
354,27.81,27.737,0.073,90,500
356,27.99,27.972,0.018,90,500
358,28.17,28.109,0.061,90,500
360,28.35,28.324,0.026,90,500
362,28.53,28.483,0.047,90,500
364,28.71,28.728,-0.018,90,500
366,28.89,28.746,0.144,90,500
368,29.07,29.117,-0.047,90,500
370,29.25,29.256,-0.006,90,500
372,29.43,29.359,0.071,90,500
374,29.61,29.725,-0.115,90,500
376,29.79,29.658,0.132,90,500
378,29.97,30.0,-0.03,90,500
380,30.15,30.272,-0.122,90,500
382,30.33,30.356,-0.026,90,500
384,30.51,30.574,-0.064,90,500
386,30.69,30.75,-0.06,90,500
388,30.87,30.872,-0.002,90,500
390,31.05,31.02,0.03,90,500
392,31.23,31.244,-0.014,90,500
394,31.41,31.428,-0.018,90,500
396,31.59,31.592,-0.002,90,500
398,31.77,31.815,-0.045,90,500
400,31.95,31.928,0.022,90,500
402,32.13,32.14,-0.01,90,500
404,32.31,32.237,0.073,90,500
406,32.49,32.442,0.048,90,500
408,32.67,32.641,0.029,90,500
410,32.85,32.835,0.015,90,500
412,33.03,33.041,-0.011,90,500
