timestamp_ms,target_pos,sensor_pos,real_arm_pos,belt_stretch,error,velocity_cmd,torque_load,torque_total_req,hz
0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0,1000
1,0.003,-0.04,-0.04,0.0398,0.043,45,0.03,0.56,1000
2,0.012,-0.046,-0.046,0.047,0.058,45,0.06,0.66,1000
3,0.027,-0.052,-0.052,0.0542,0.079,45,0.09,0.76,1000
4,0.048,-0.058,-0.058,0.0613,0.106,45,0.12,0.86,1000
5,0.075,-0.064,-0.064,0.0685,0.139,45,0.15,0.96,1000
6,0.108,-0.069,-0.069,0.0756,0.177,45,0.18,1.06,1000
7,0.147,-0.074,-0.074,0.0828,0.221,45,0.21,1.16,1000
8,0.191,-0.079,-0.079,0.09,0.27,45,0.24,1.26,1000
9,0.236,-0.084,-0.084,0.0971,0.32,45,0.27,1.36,1000
10,0.281,-0.088,-0.088,0.1043,0.369,45,0.3,1.46,1000
11,0.326,-0.092,-0.092,0.1114,0.418,45,0.33,1.56,1000
12,0.371,-0.095,-0.095,0.1186,0.466,45,0.36,1.66,1000
13,0.416,-0.098,-0.098,0.1258,0.515,45,0.39,1.76,1000
14,0.461,-0.101,-0.101,0.1329,0.563,45,0.42,1.86,1000
15,0.506,-0.104,-0.104,0.1401,0.61,45,0.45,1.96,1000
16,0.551,-0.106,-0.106,0.1472,0.658,45,0.48,2.06,1000
17,0.596,-0.109,-0.109,0.1544,0.705,45,0.51,2.16,1000
18,0.641,-0.11,-0.11,0.1616,0.752,45,0.54,2.26,1000
19,0.686,-0.112,-0.112,0.1687,0.798,45,0.57,2.36,1000
20,0.731,-0.113,-0.113,0.1759,0.844,45,0.6,2.46,1000
21,0.776,-0.114,-0.114,0.1831,0.89,45,0.63,2.56,1000
22,0.821,-0.114,-0.114,0.1902,0.936,45,0.66,2.66,1000
23,0.866,-0.115,-0.115,0.1974,0.981,45,0.69,2.76,1000
24,0.911,-0.115,-0.115,0.2045,1.026,45,0.72,2.86,1000
25,0.956,-0.114,-0.114,0.2117,1.07,45,0.75,2.96,1000
26,1.001,-0.114,-0.114,0.2188,1.115,45,0.78,3.06,1000
27,1.046,-0.113,-0.113,0.226,1.159,45,0.81,3.16,1000
28,1.091,-0.111,-0.111,0.2332,1.203,45,0.84,3.26,1000
29,1.136,-0.11,-0.11,0.2403,1.246,45,0.87,3.36,1000
30,1.181,-0.108,-0.108,0.2475,1.289,45,0.9,3.46,1000
31,1.226,-0.106,-0.106,0.2546,1.332,45,0.93,3.56,1000
32,1.271,-0.103,-0.103,0.2618,1.375,45,0.96,3.66,1000
33,1.316,-0.101,-0.101,0.269,1.417,45,0.99,3.76,1000
34,1.361,-0.098,-0.098,0.2761,1.459,45,1.02,3.86,1000
35,1.406,-0.094,-0.094,0.2833,1.501,45,1.05,3.96,1000
36,1.451,-0.091,-0.091,0.2904,1.542,45,1.08,4.06,1000
37,1.496,-0.087,-0.087,0.2976,1.583,45,1.11,4.15,1000
38,1.541,-0.082,-0.082,0.3047,1.624,45,1.14,4.25,1000
39,1.586,-0.078,-0.078,0.3119,1.664,45,1.17,4.35,1000
40,1.631,-0.073,-0.073,0.319,1.704,45,1.2,4.45,1000
41,1.676,-0.068,-0.068,0.3262,1.744,45,1.23,4.55,1000
42,1.721,-0.062,-0.062,0.3333,1.784,45,1.26,4.65,1000
43,1.766,-0.057,-0.057,0.3405,1.823,45,1.29,4.75,1000
44,1.811,-0.051,-0.051,0.3477,1.862,45,1.32,4.85,1000
45,1.856,-0.044,-0.044,0.3548,1.901,45,1.35,4.95,1000
46,1.901,-0.038,-0.038,0.362,1.939,45,1.38,5.05,1000
47,1.946,-0.031,-0.031,0.3691,1.977,45,1.41,5.15,1000
48,1.991,-0.023,-0.023,0.3763,2.015,45,1.44,5.25,1000
49,2.036,-0.016,-0.016,0.3834,2.052,45,1.47,5.35,1000
50,2.081,-0.008,-0.008,0.3906,2.089,45,1.5,5.45,1000
51,2.126,0.0,0.0,0.3977,2.126,45,1.53,5.55,1000
52,2.171,0.009,0.009,0.4049,2.163,45,1.56,5.65,1000
53,2.216,0.017,0.017,0.412,2.199,45,1.59,5.75,1000
54,2.261,0.026,0.026,0.4192,2.235,45,1.62,5.85,1000
55,2.306,0.036,0.036,0.4263,2.271,45,1.65,5.95,1000
56,2.351,0.045,0.045,0.4335,2.306,45,1.68,6.05,1000
57,2.396,0.055,0.055,0.4406,2.341,45,1.71,6.15,1000
58,2.441,0.066,0.066,0.4477,2.376,45,1.74,6.25,1000
59,2.486,0.076,0.076,0.4549,2.41,45,1.77,6.35,1000
60,2.531,0.087,0.087,0.462,2.444,45,1.8,6.45,1000
61,2.576,0.098,0.098,0.4692,2.478,45,1.83,6.55,1000
62,2.621,0.11,0.11,0.4763,2.512,45,1.86,6.65,1000
63,2.666,0.121,0.121,0.4835,2.545,45,1.89,6.75,1000
64,2.711,0.133,0.133,0.4906,2.578,45,1.91,6.85,1000
65,2.756,0.146,0.146,0.4978,2.611,45,1.94,6.95,1000
66,2.801,0.158,0.158,0.5049,2.643,45,1.97,7.05,1000
67,2.846,0.171,0.171,0.512,2.675,45,2.0,7.15,1000
68,2.891,0.185,0.185,0.5192,2.707,45,2.03,7.25,1000
69,2.936,0.198,0.198,0.5263,2.738,45,2.06,7.35,1000
70,2.981,0.212,0.212,0.5335,2.769,45,2.09,7.45,1000
71,3.026,0.226,0.226,0.5406,2.8,45,2.12,7.55,1000
72,3.071,0.241,0.241,0.5477,2.831,45,2.15,7.65,1000
73,3.116,0.255,0.255,0.5549,2.861,45,2.18,7.75,1000
74,3.161,0.27,0.27,0.562,2.891,45,2.21,7.85,1000
75,3.206,0.286,0.286,0.5691,2.92,45,2.24,7.95,1000
76,3.251,0.302,0.302,0.5763,2.95,45,2.27,8.05,1000
77,3.296,0.317,0.317,0.5834,2.979,45,2.3,8.15,1000
78,3.341,0.334,0.334,0.5905,3.007,45,2.33,8.25,1000
79,3.386,0.35,0.35,0.5977,3.036,45,2.36,8.35,1000
80,3.431,0.367,0.367,0.6048,3.064,45,2.39,8.44,1000
81,3.476,0.384,0.384,0.6119,3.092,45,2.42,8.54,1000
82,3.521,0.402,0.402,0.6191,3.119,45,2.45,8.64,1000
83,3.566,0.42,0.42,0.6262,3.147,45,2.48,8.74,1000
84,3.611,0.438,0.438,0.6333,3.174,45,2.51,8.84,1000
85,3.656,0.456,0.456,0.6405,3.2,45,2.54,8.94,1000
86,3.701,0.475,0.475,0.6476,3.227,45,2.57,9.04,1000
87,3.746,0.494,0.494,0.6547,3.253,45,2.6,9.14,1000
88,3.791,0.513,0.513,0.6618,3.278,45,2.63,9.24,1000
89,3.836,0.533,0.533,0.669,3.304,45,2.66,9.34,1000
90,3.881,0.552,0.552,0.6761,3.329,45,2.69,9.44,1000
91,3.926,0.573,0.573,0.6832,3.354,45,2.71,9.54,1000
92,3.971,0.593,0.593,0.6903,3.378,45,2.74,9.64,1000
93,4.016,0.614,0.614,0.6974,3.402,45,2.77,9.74,1000
94,4.061,0.635,0.635,0.7046,3.426,45,2.8,9.84,1000
95,4.106,0.656,0.656,0.7117,3.45,45,2.83,9.94,1000
96,4.151,0.678,0.678,0.7188,3.473,45,2.86,10.04,1000
97,4.196,0.7,0.7,0.7259,3.496,45,2.89,10.14,1000
98,4.241,0.722,0.722,0.733,3.519,45,2.92,10.24,1000
99,4.286,0.745,0.745,0.7402,3.541,45,2.95,10.33,1000
100,4.331,0.768,0.768,0.7473,3.564,45,2.98,10.43,1000
101,4.376,0.791,0.791,0.7544,3.585,45,3.01,10.53,1000
102,4.421,0.814,0.814,0.7615,3.607,45,3.04,10.63,1000
103,4.466,0.838,0.838,0.7686,3.628,45,3.07,10.73,1000
104,4.511,0.862,0.862,0.7757,3.649,45,3.1,10.83,1000
105,4.556,0.887,0.887,0.7828,3.67,45,3.13,10.93,1000
106,4.601,0.911,0.911,0.7899,3.69,45,3.16,11.03,1000
107,4.646,0.936,0.936,0.7971,3.71,45,3.19,11.13,1000
108,4.691,0.962,0.962,0.8042,3.73,45,3.21,11.23,1000
109,4.736,0.987,0.987,0.8113,3.749,45,3.24,11.33,1000
110,4.781,1.013,1.013,0.8184,3.768,45,3.27,11.43,1000
111,4.826,1.039,1.039,0.8255,3.787,45,3.3,11.53,1000
112,4.871,1.066,1.066,0.8326,3.805,45,3.33,11.62,1000
113,4.916,1.093,1.093,0.8397,3.824,45,3.36,11.72,1000
114,4.961,1.12,1.12,0.8468,3.842,45,3.39,11.82,1000
115,5.006,1.147,1.147,0.8539,3.859,45,3.42,11.92,1000
116,5.051,1.175,1.175,0.861,3.876,45,3.45,12.02,1000
117,5.096,1.203,1.203,0.8681,3.893,45,3.48,12.12,1000
118,5.141,1.231,1.231,0.8752,3.91,45,3.51,12.22,1000
119,5.186,1.26,1.26,0.8823,3.927,45,3.54,12.32,1000
