timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,-0.045,0.045,75,500
2,0.002,0.044,-0.042,75,500
4,0.008,0.035,-0.027,75,500
6,0.018,-0.027,0.045,75,500
8,0.032,0.073,-0.041,75,500
10,0.05,0.154,-0.104,75,500
12,0.072,0.138,-0.066,75,500
14,0.098,0.101,-0.003,75,500
16,0.128,0.17,-0.042,75,500
18,0.162,0.174,-0.012,75,500
20,0.2,0.185,0.015,75,500
22,0.242,0.227,0.015,75,500
24,0.288,0.276,0.012,75,500
26,0.338,0.403,-0.065,75,500
28,0.392,0.338,0.054,75,500
30,0.45,0.445,0.005,75,500
32,0.512,0.439,0.073,75,500
34,0.578,0.56,0.018,75,500
36,0.648,0.635,0.013,75,500
38,0.722,0.633,0.089,75,500
40,0.8,0.759,0.041,75,500
42,0.882,0.907,-0.025,75,500
44,0.968,1.008,-0.04,75,500
46,1.058,1.094,-0.036,75,500
48,1.152,1.162,-0.01,75,500
50,1.25,1.251,-0.001,75,500
52,1.352,1.338,0.014,75,500
54,1.458,1.491,-0.033,75,500
56,1.568,1.581,-0.013,75,500
58,1.682,1.717,-0.035,75,500
60,1.8,1.72,0.08,75,500
62,1.922,1.994,-0.072,75,500
64,2.048,2.075,-0.027,75,500
66,2.178,2.167,0.011,75,500
68,2.312,2.304,0.008,75,500
70,2.45,2.466,-0.016,75,500
72,2.592,2.622,-0.03,75,500
74,2.738,2.712,0.026,75,500
76,2.888,2.983,-0.096,75,500
78,3.038,3.11,-0.073,75,500
80,3.188,3.08,0.107,75,500
82,3.338,3.232,0.106,75,500
84,3.488,3.502,-0.015,75,500
86,3.638,3.638,-0.0,75,500
88,3.787,3.748,0.04,75,500
90,3.938,3.972,-0.035,75,500
92,4.088,4.065,0.022,75,500
94,4.238,4.279,-0.041,75,500
96,4.388,4.4,-0.012,75,500
98,4.538,4.448,0.089,75,500
100,4.688,4.666,0.022,75,500
102,4.838,4.857,-0.019,75,500
104,4.988,5.007,-0.019,75,500
106,5.138,5.208,-0.071,75,500
108,5.288,5.277,0.01,75,500
110,5.438,5.446,-0.008,75,500
112,5.588,5.715,-0.127,75,500
114,5.738,5.769,-0.031,75,500
116,5.888,5.796,0.091,75,500
118,6.038,6.1,-0.062,75,500
120,6.188,6.139,0.048,75,500
122,6.338,6.342,-0.005,75,500
124,6.488,6.489,-0.002,75,500
126,6.638,6.569,0.069,75,500
128,6.788,6.76,0.028,75,500
130,6.938,6.939,-0.002,75,500
132,7.088,7.083,0.004,75,500
134,7.238,7.255,-0.017,75,500
136,7.388,7.358,0.03,75,500
138,7.538,7.645,-0.107,75,500
140,7.688,7.667,0.02,75,500
142,7.838,7.869,-0.032,75,500
144,7.988,8.041,-0.053,75,500
146,8.137,8.078,0.06,75,500
148,8.288,8.278,0.01,75,500
