timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,0.039,-0.039,45,500
2,0.0,0.02,-0.02,45,500
4,0.0,-0.044,0.044,45,500
6,0.0,-0.1,0.1,45,500
8,0.0,-0.021,0.021,45,500
10,0.0,0.041,-0.041,45,500
12,0.0,0.031,-0.031,45,500
14,0.0,-0.079,0.079,45,500
16,0.0,0.023,-0.023,45,500
18,0.0,-0.046,0.046,45,500
20,0.0,-0.005,0.005,45,500
22,0.0,0.059,-0.059,45,500
24,0.0,0.0,-0.0,45,500
26,0.0,0.019,-0.019,45,500
28,0.0,-0.041,0.041,45,500
30,0.0,-0.059,0.059,45,500
32,0.0,-0.067,0.067,45,500
34,0.0,-0.014,0.014,45,500
36,0.0,-0.02,0.02,45,500
38,0.0,-0.063,0.063,45,500
40,0.0,-0.043,0.043,45,500
42,0.0,0.02,-0.02,45,500
44,0.0,0.036,-0.036,45,500
46,0.0,0.045,-0.045,45,500
48,0.0,0.031,-0.031,45,500
50,0.0,-0.042,0.042,45,500
52,0.0,-0.073,0.073,45,500
54,0.0,0.02,-0.02,45,500
56,0.0,0.044,-0.044,45,500
58,0.0,-0.046,0.046,45,500
60,0.0,0.084,-0.084,45,500
62,0.0,-0.025,0.025,45,500
64,0.0,-0.009,0.009,45,500
66,0.0,0.028,-0.028,45,500
68,0.0,0.028,-0.028,45,500
70,0.0,-0.033,0.033,45,500
72,0.0,0.122,-0.122,45,500
74,0.0,0.017,-0.017,45,500
76,0.0,0.042,-0.042,45,500
78,0.0,-0.098,0.098,45,500
80,0.0,0.043,-0.043,45,500
82,0.0,-0.028,0.028,45,500
84,0.0,-0.057,0.057,45,500
86,0.0,0.115,-0.115,45,500
88,0.0,0.045,-0.045,45,500
90,0.0,-0.012,0.012,45,500
92,0.0,0.005,-0.005,45,500
94,0.0,-0.019,0.019,45,500
96,0.0,0.016,-0.016,45,500
98,0.0,0.056,-0.056,45,500
100,0.0,0.019,-0.019,45,500
102,0.0,0.046,-0.046,45,500
104,0.0,0.022,-0.022,45,500
106,0.0,-0.094,0.094,45,500
108,0.0,0.04,-0.04,45,500
110,0.0,0.105,-0.105,45,500
112,0.0,-0.031,0.031,45,500
114,0.0,-0.068,0.068,45,500
116,0.0,0.006,-0.006,45,500
118,0.0,-0.11,0.11,45,500
120,0.0,0.052,-0.052,45,500
122,0.0,-0.013,0.013,45,500
124,0.0,-0.02,0.02,45,500
126,0.0,0.016,-0.016,45,500
128,0.0,0.012,-0.012,45,500
130,0.0,-0.075,0.075,45,500
132,0.0,-0.036,0.036,45,500
134,0.0,0.042,-0.042,45,500
136,0.0,-0.035,0.035,45,500
138,0.0,-0.031,0.031,45,500
140,0.0,-0.056,0.056,45,500
142,0.0,0.069,-0.069,45,500
144,0.0,-0.027,0.027,45,500
146,0.0,-0.081,0.081,45,500
148,0.0,-0.026,0.026,45,500
150,0.0,-0.04,0.04,45,500
152,0.0,0.02,-0.02,45,500
154,0.0,0.098,-0.098,45,500
156,0.0,0.019,-0.019,45,500
158,0.0,-0.081,0.081,45,500
160,0.0,0.063,-0.063,45,500
162,0.0,-0.002,0.002,45,500
164,0.0,-0.007,0.007,45,500
166,0.0,-0.028,0.028,45,500
168,0.0,-0.039,0.039,45,500
170,0.0,0.007,-0.007,45,500
172,0.0,-0.02,0.02,45,500
174,0.0,-0.003,0.003,45,500
176,0.0,0.0,-0.0,45,500
178,0.0,0.123,-0.123,45,500
180,0.0,0.075,-0.075,45,500
182,0.0,0.045,-0.045,45,500
184,0.0,0.006,-0.006,45,500
186,0.0,0.027,-0.027,45,500
188,0.0,0.065,-0.065,45,500
190,0.0,0.076,-0.076,45,500
192,0.0,-0.023,0.023,45,500
194,0.0,0.048,-0.048,45,500
196,0.0,0.031,-0.031,45,500
198,0.0,0.045,-0.045,45,500
200,0.0,0.005,-0.005,45,500
202,0.0,0.104,-0.104,45,500
204,0.0,0.016,-0.016,45,500
206,0.0,-0.007,0.007,45,500
208,0.0,0.02,-0.02,45,500
210,0.0,-0.009,0.009,45,500
212,0.0,0.042,-0.042,45,500
214,0.0,-0.034,0.034,45,500
216,0.0,0.025,-0.025,45,500
218,0.0,0.039,-0.039,45,500
220,0.0,-0.023,0.023,45,500
222,0.0,-0.126,0.126,45,500
224,0.0,-0.037,0.037,45,500
226,0.0,-0.012,0.012,45,500
228,0.0,0.021,-0.021,45,500
230,0.0,0.05,-0.05,45,500
232,0.0,0.01,-0.01,45,500
234,0.0,-0.022,0.022,45,500
236,0.0,-0.007,0.007,45,500
238,0.0,0.014,-0.014,45,500
240,0.0,0.11,-0.11,45,500
242,0.0,-0.059,0.059,45,500
244,0.0,-0.017,0.017,45,500
246,0.0,0.038,-0.038,45,500
248,0.0,-0.022,0.022,45,500
250,0.0,0.104,-0.104,45,500
252,0.0,-0.042,0.042,45,500
254,0.0,0.06,-0.06,45,500
256,0.0,0.046,-0.046,45,500
258,0.0,0.033,-0.033,45,500
260,0.0,-0.058,0.058,45,500
262,0.0,0.0,-0.0,45,500
264,0.0,0.023,-0.023,45,500
266,0.0,-0.109,0.109,45,500
268,0.0,-0.005,0.005,45,500
270,0.0,-0.004,0.004,45,500
272,0.0,0.073,-0.073,45,500
274,0.0,-0.016,0.016,45,500
276,0.0,-0.013,0.013,45,500
278,0.0,0.02,-0.02,45,500
280,0.0,-0.003,0.003,45,500
282,0.0,-0.037,0.037,45,500
284,0.0,-0.105,0.105,45,500
286,0.0,-0.055,0.055,45,500
288,0.0,-0.015,0.015,45,500
290,0.0,0.013,-0.013,45,500
292,0.0,0.012,-0.012,45,500
294,0.0,-0.024,0.024,45,500
296,0.0,-0.045,0.045,45,500
298,0.0,-0.025,0.025,45,500
300,0.0,0.073,-0.073,45,500
302,0.0,0.014,-0.014,45,500
304,0.0,-0.01,0.01,45,500
306,0.0,0.004,-0.004,45,500
308,0.0,-0.034,0.034,45,500
310,0.0,-0.05,0.05,45,500
312,0.0,0.007,-0.007,45,500
314,0.0,-0.067,0.067,45,500
316,0.0,-0.052,0.052,45,500
318,0.0,0.002,-0.002,45,500
320,0.0,-0.049,0.049,45,500
322,0.0,0.077,-0.077,45,500
324,0.0,0.061,-0.061,45,500
326,0.0,-0.016,0.016,45,500
328,0.0,0.031,-0.031,45,500
330,0.0,-0.168,0.168,45,500
332,0.0,0.031,-0.031,45,500
334,0.0,-0.091,0.091,45,500
336,0.0,0.055,-0.055,45,500
338,0.0,-0.021,0.021,45,500
340,0.0,0.052,-0.052,45,500
342,0.0,-0.048,0.048,45,500
344,0.0,-0.017,0.017,45,500
346,0.0,0.006,-0.006,45,500
348,0.0,0.021,-0.021,45,500
350,0.0,-0.011,0.011,45,500
352,0.0,-0.057,0.057,45,500
354,0.0,-0.011,0.011,45,500
356,0.0,-0.002,0.002,45,500
358,0.0,0.068,-0.068,45,500
360,0.0,-0.051,0.051,45,500
362,0.0,-0.023,0.023,45,500
364,0.0,-0.032,0.032,45,500
366,0.0,0.002,-0.002,45,500
368,0.0,0.031,-0.031,45,500
370,0.0,-0.052,0.052,45,500
372,0.0,0.04,-0.04,45,500
374,0.0,0.012,-0.012,45,500
376,0.0,-0.041,0.041,45,500
378,0.0,0.054,-0.054,45,500
380,0.0,0.044,-0.044,45,500
382,0.0,0.033,-0.033,45,500
384,0.0,0.091,-0.091,45,500
386,0.0,-0.023,0.023,45,500
388,0.0,0.008,-0.008,45,500
390,0.0,-0.04,0.04,45,500
392,0.0,0.052,-0.052,45,500
394,0.0,-0.084,0.084,45,500
396,0.0,-0.005,0.005,45,500
398,0.0,0.064,-0.064,45,500
400,0.0,0.031,-0.031,45,500
402,0.0,0.009,-0.009,45,500
404,0.0,-0.023,0.023,45,500
406,0.0,-0.047,0.047,45,500
408,0.0,-0.027,0.027,45,500
410,0.0,-0.051,0.051,45,500
