timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,-0.031,0.031,90,500
2,0.0,-0.022,0.022,90,500
4,0.0,-0.026,0.026,90,500
6,0.0,0.044,-0.044,90,500
8,0.0,0.071,-0.071,90,500
10,0.0,-0.039,0.039,90,500
12,0.0,0.018,-0.018,90,500
14,0.0,-0.036,0.036,90,500
16,0.0,0.003,-0.003,90,500
18,0.0,0.056,-0.056,90,500
20,0.0,-0.039,0.039,90,500
22,0.0,0.065,-0.065,90,500
24,0.0,-0.039,0.039,90,500
26,0.0,-0.035,0.035,90,500
28,0.0,-0.06,0.06,90,500
30,0.0,-0.071,0.071,90,500
32,0.0,-0.046,0.046,90,500
34,0.0,-0.04,0.04,90,500
36,0.0,-0.013,0.013,90,500
38,0.0,0.038,-0.038,90,500
40,0.0,-0.029,0.029,90,500
42,0.0,0.016,-0.016,90,500
44,0.0,0.03,-0.03,90,500
46,0.0,-0.038,0.038,90,500
48,0.0,-0.043,0.043,90,500
50,0.0,0.047,-0.047,90,500
52,0.0,-0.087,0.087,90,500
54,0.0,0.082,-0.082,90,500
56,0.0,-0.047,0.047,90,500
58,0.0,0.061,-0.061,90,500
60,0.0,0.07,-0.07,90,500
62,0.0,-0.031,0.031,90,500
64,0.0,-0.042,0.042,90,500
66,0.0,-0.017,0.017,90,500
68,0.0,-0.063,0.063,90,500
70,0.0,-0.008,0.008,90,500
72,0.0,0.031,-0.031,90,500
74,0.0,0.039,-0.039,90,500
76,0.0,-0.061,0.061,90,500
78,0.0,0.06,-0.06,90,500
80,0.0,-0.027,0.027,90,500
82,0.0,-0.062,0.062,90,500
84,0.0,-0.086,0.086,90,500
86,0.0,0.019,-0.019,90,500
88,0.0,0.025,-0.025,90,500
90,0.0,-0.064,0.064,90,500
92,0.0,0.011,-0.011,90,500
94,0.0,0.059,-0.059,90,500
96,0.0,0.035,-0.035,90,500
98,0.0,-0.059,0.059,90,500
100,0.0,-0.07,0.07,90,500
102,0.0,-0.044,0.044,90,500
104,0.0,0.028,-0.028,90,500
106,0.0,0.035,-0.035,90,500
108,0.0,0.003,-0.003,90,500
110,0.0,-0.037,0.037,90,500
112,0.0,-0.032,0.032,90,500
114,0.0,0.003,-0.003,90,500
116,0.0,0.014,-0.014,90,500
118,0.0,0.048,-0.048,90,500
120,0.0,0.013,-0.013,90,500
122,0.0,0.099,-0.099,90,500
124,0.0,-0.043,0.043,90,500
126,0.0,-0.023,0.023,90,500
128,0.0,-0.051,0.051,90,500
130,0.0,-0.003,0.003,90,500
132,0.0,0.003,-0.003,90,500
134,0.0,-0.009,0.009,90,500
136,0.0,0.038,-0.038,90,500
138,0.0,-0.011,0.011,90,500
140,0.0,0.022,-0.022,90,500
142,0.0,0.033,-0.033,90,500
144,0.0,0.063,-0.063,90,500
146,0.0,0.046,-0.046,90,500
148,0.0,-0.01,0.01,90,500
150,0.0,-0.03,0.03,90,500
