timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,-0.047,0.047,360,500
2,0.0,0.046,-0.046,360,500
4,0.0,-0.041,0.041,360,500
6,0.0,-0.054,0.054,360,500
8,0.0,-0.024,0.024,360,500
10,0.0,-0.024,0.024,360,500
12,0.0,-0.036,0.036,360,500
14,0.0,-0.029,0.029,360,500
16,0.0,-0.018,0.018,360,500
18,0.0,-0.014,0.014,360,500
20,0.0,-0.096,0.096,360,500
22,0.0,0.031,-0.031,360,500
24,0.0,-0.054,0.054,360,500
26,0.0,-0.005,0.005,360,500
28,0.0,-0.015,0.015,360,500
30,0.0,-0.031,0.031,360,500
32,0.0,-0.018,0.018,360,500
34,0.0,0.071,-0.071,360,500
36,0.0,0.034,-0.034,360,500
38,0.0,0.067,-0.067,360,500
40,0.0,0.047,-0.047,360,500
42,0.0,0.092,-0.092,360,500
44,0.0,0.05,-0.05,360,500
46,0.0,0.07,-0.07,360,500
48,0.0,0.013,-0.013,360,500
50,0.0,0.105,-0.105,360,500
52,0.0,0.039,-0.039,360,500
54,0.0,0.016,-0.016,360,500
56,0.0,0.032,-0.032,360,500
58,0.0,-0.072,0.072,360,500
60,0.0,0.047,-0.047,360,500
62,0.0,-0.082,0.082,360,500
64,0.0,0.02,-0.02,360,500
66,0.0,0.001,-0.001,360,500
68,0.0,0.038,-0.038,360,500
70,0.0,0.018,-0.018,360,500
72,0.0,0.04,-0.04,360,500
74,0.0,-0.043,0.043,360,500
76,0.0,-0.048,0.048,360,500
78,0.0,0.006,-0.006,360,500
80,0.0,0.033,-0.033,360,500
82,0.0,-0.002,0.002,360,500
84,0.0,-0.055,0.055,360,500
86,0.0,-0.03,0.03,360,500
88,0.0,-0.047,0.047,360,500
90,0.0,-0.02,0.02,360,500
92,0.0,-0.053,0.053,360,500
94,0.0,0.018,-0.018,360,500
96,0.0,0.081,-0.081,360,500
98,0.0,-0.104,0.104,360,500
100,0.0,0.0,-0.0,360,500
102,0.0,-0.007,0.007,360,500
104,0.0,-0.061,0.061,360,500
106,0.0,0.006,-0.006,360,500
108,0.0,-0.021,0.021,360,500
110,0.0,-0.038,0.038,360,500
112,0.0,0.03,-0.03,360,500
114,0.0,0.004,-0.004,360,500
116,0.0,-0.044,0.044,360,500
118,0.0,-0.129,0.129,360,500
120,0.0,-0.015,0.015,360,500
122,0.0,0.027,-0.027,360,500
124,0.0,0.082,-0.082,360,500
126,0.0,-0.021,0.021,360,500
128,0.0,-0.032,0.032,360,500
130,0.0,-0.034,0.034,360,500
132,0.0,-0.019,0.019,360,500
134,0.0,-0.03,0.03,360,500
136,0.0,-0.041,0.041,360,500
138,0.0,-0.064,0.064,360,500
140,0.0,0.003,-0.003,360,500
142,0.0,-0.076,0.076,360,500
144,0.0,0.022,-0.022,360,500
146,0.0,-0.006,0.006,360,500
148,0.0,0.001,-0.001,360,500
150,0.0,-0.022,0.022,360,500
152,0.0,-0.082,0.082,360,500
154,0.0,0.069,-0.069,360,500
156,0.0,-0.018,0.018,360,500
158,0.0,-0.0,0.0,360,500
160,0.0,0.059,-0.059,360,500
162,0.0,-0.004,0.004,360,500
164,0.0,-0.012,0.012,360,500
166,0.0,-0.039,0.039,360,500
168,0.0,0.014,-0.014,360,500
170,0.0,-0.037,0.037,360,500
172,0.0,0.025,-0.025,360,500
174,0.0,0.065,-0.065,360,500
176,0.0,0.107,-0.107,360,500
178,0.0,0.002,-0.002,360,500
180,0.0,-0.03,0.03,360,500
182,0.0,-0.001,0.001,360,500
184,0.0,-0.073,0.073,360,500
186,0.0,0.024,-0.024,360,500
188,0.0,0.006,-0.006,360,500
190,0.0,0.056,-0.056,360,500
192,0.0,0.015,-0.015,360,500
194,0.0,0.012,-0.012,360,500
196,0.0,0.07,-0.07,360,500
198,0.0,0.034,-0.034,360,500
200,0.0,-0.008,0.008,360,500
202,0.0,-0.123,0.123,360,500
204,0.0,0.006,-0.006,360,500
206,0.0,0.062,-0.062,360,500
208,0.0,-0.085,0.085,360,500
210,0.0,0.024,-0.024,360,500
212,0.0,0.045,-0.045,360,500
214,0.0,-0.053,0.053,360,500
216,0.0,0.013,-0.013,360,500
218,0.0,0.001,-0.001,360,500
220,0.0,-0.021,0.021,360,500
222,0.0,-0.011,0.011,360,500
224,0.0,0.002,-0.002,360,500
226,0.0,0.077,-0.077,360,500
228,0.0,0.039,-0.039,360,500
230,0.0,0.059,-0.059,360,500
232,0.0,-0.022,0.022,360,500
234,0.0,0.073,-0.073,360,500
236,0.0,-0.031,0.031,360,500
238,0.0,0.01,-0.01,360,500
240,0.0,0.042,-0.042,360,500
242,0.0,0.105,-0.105,360,500
244,0.0,-0.024,0.024,360,500
246,0.0,-0.027,0.027,360,500
248,0.0,0.013,-0.013,360,500
250,0.0,0.074,-0.074,360,500
252,0.0,-0.08,0.08,360,500
254,0.0,-0.076,0.076,360,500
256,0.0,0.157,-0.157,360,500
258,0.0,0.033,-0.033,360,500
260,0.0,0.016,-0.016,360,500
262,0.0,-0.011,0.011,360,500
264,0.0,0.036,-0.036,360,500
266,0.0,0.037,-0.037,360,500
268,0.0,0.037,-0.037,360,500
270,0.0,-0.117,0.117,360,500
272,0.0,-0.082,0.082,360,500
274,0.0,-0.123,0.123,360,500
276,0.0,-0.043,0.043,360,500
278,0.0,0.049,-0.049,360,500
280,0.0,-0.03,0.03,360,500
282,0.0,0.017,-0.017,360,500
