timestamp_ms,target_pos,actual_pos,error,velocity_cmd,hz
0,0.0,-0.009,0.009,270,500
2,0.0,0.007,-0.007,270,500
4,0.0,0.065,-0.065,270,500
6,0.0,0.007,-0.007,270,500
8,0.0,0.01,-0.01,270,500
10,0.0,0.02,-0.02,270,500
12,0.0,0.046,-0.046,270,500
14,0.0,-0.024,0.024,270,500
16,0.0,-0.077,0.077,270,500
18,0.0,-0.094,0.094,270,500
20,0.0,-0.098,0.098,270,500
22,0.0,0.007,-0.007,270,500
24,0.0,-0.002,0.002,270,500
26,0.0,0.029,-0.029,270,500
28,0.0,-0.049,0.049,270,500
30,0.0,-0.009,0.009,270,500
32,0.0,0.045,-0.045,270,500
34,0.0,-0.056,0.056,270,500
36,0.0,0.077,-0.077,270,500
38,0.0,0.018,-0.018,270,500
40,0.0,0.055,-0.055,270,500
42,0.0,0.001,-0.001,270,500
44,0.0,0.012,-0.012,270,500
46,0.0,-0.018,0.018,270,500
48,0.0,-0.057,0.057,270,500
50,0.0,-0.004,0.004,270,500
52,0.0,-0.059,0.059,270,500
54,0.0,-0.034,0.034,270,500
56,0.0,0.018,-0.018,270,500
58,0.0,-0.013,0.013,270,500
60,0.0,0.028,-0.028,270,500
62,0.0,0.039,-0.039,270,500
64,0.0,0.019,-0.019,270,500
66,0.0,0.006,-0.006,270,500
68,0.0,0.087,-0.087,270,500
70,0.0,0.04,-0.04,270,500
72,0.0,-0.045,0.045,270,500
74,0.0,0.032,-0.032,270,500
76,0.0,-0.067,0.067,270,500
78,0.0,-0.13,0.13,270,500
80,0.0,-0.042,0.042,270,500
82,0.0,0.036,-0.036,270,500
84,0.0,-0.05,0.05,270,500
86,0.0,0.037,-0.037,270,500
88,0.0,-0.03,0.03,270,500
90,0.0,-0.004,0.004,270,500
92,0.0,-0.06,0.06,270,500
94,0.0,-0.034,0.034,270,500
96,0.0,-0.018,0.018,270,500
98,0.0,-0.016,0.016,270,500
100,0.0,-0.11,0.11,270,500
102,0.0,0.056,-0.056,270,500
104,0.0,-0.058,0.058,270,500
106,0.0,-0.032,0.032,270,500
108,0.0,-0.032,0.032,270,500
110,0.0,0.005,-0.005,270,500
112,0.0,0.062,-0.062,270,500
114,0.0,0.039,-0.039,270,500
116,0.0,0.094,-0.094,270,500
118,0.0,-0.053,0.053,270,500
120,0.0,-0.011,0.011,270,500
122,0.0,0.059,-0.059,270,500
124,0.0,-0.001,0.001,270,500
126,0.0,-0.059,0.059,270,500
128,0.0,0.005,-0.005,270,500
130,0.0,-0.072,0.072,270,500
132,0.0,0.073,-0.073,270,500
134,0.0,0.061,-0.061,270,500
136,0.0,0.062,-0.062,270,500
138,0.0,0.049,-0.049,270,500
140,0.0,0.025,-0.025,270,500
142,0.0,0.061,-0.061,270,500
144,0.0,0.006,-0.006,270,500
146,0.0,0.098,-0.098,270,500
148,0.0,0.113,-0.113,270,500
150,0.0,0.012,-0.012,270,500
152,0.0,0.046,-0.046,270,500
154,0.0,-0.068,0.068,270,500
156,0.0,-0.02,0.02,270,500
158,0.0,0.044,-0.044,270,500
160,0.0,-0.024,0.024,270,500
162,0.0,0.013,-0.013,270,500
164,0.0,0.063,-0.063,270,500
166,0.0,0.101,-0.101,270,500
168,0.0,0.008,-0.008,270,500
170,0.0,-0.067,0.067,270,500
172,0.0,-0.08,0.08,270,500
174,0.0,0.075,-0.075,270,500
176,0.0,-0.056,0.056,270,500
