timestamp_ms,target_pos,actual_pos,error,velocity_cmd,torque_load,torque_total_req,hz
0,0.0,-0.079,0.079,270,0.0,0.0,1000
1,0.003,0.044,-0.041,270,0.1,4.82,1000
2,0.012,-0.031,0.043,270,0.2,4.96,1000
3,0.027,0.037,-0.01,270,0.3,5.09,1000
4,0.048,-0.026,0.074,270,0.4,5.22,1000
5,0.075,0.013,0.062,270,0.5,5.35,1000
6,0.108,0.026,0.082,270,0.6,5.48,1000
7,0.147,0.014,0.133,270,0.7,5.61,1000
8,0.192,-0.027,0.219,270,0.8,5.75,1000
9,0.243,-0.03,0.273,270,0.9,5.88,1000
10,0.3,0.016,0.284,270,1.0,6.01,1000
11,0.363,-0.078,0.441,270,1.1,6.14,1000
12,0.432,-0.064,0.496,270,1.2,6.27,1000
13,0.507,0.092,0.415,270,1.3,6.4,1000
14,0.588,0.051,0.537,270,1.4,6.54,1000
15,0.675,0.073,0.602,270,1.5,6.67,1000
16,0.768,0.11,0.658,270,1.6,6.8,1000
17,0.867,0.034,0.833,270,1.7,6.93,1000
18,0.972,0.156,0.816,270,1.8,7.06,1000
19,1.083,0.092,0.991,270,1.9,7.19,1000
20,1.2,-0.006,1.206,270,2.0,7.33,1000
21,1.323,0.152,1.171,270,2.1,7.46,1000
22,1.452,0.018,1.434,270,2.2,7.59,1000
23,1.587,0.032,1.555,270,2.3,7.72,1000
24,1.728,0.051,1.677,270,2.4,7.85,1000
25,1.875,0.087,1.788,270,2.5,7.98,1000
26,2.028,0.128,1.9,270,2.6,8.12,1000
27,2.187,0.082,2.105,270,2.7,8.25,1000
28,2.352,0.137,2.215,270,2.8,8.38,1000
29,2.523,0.116,2.407,270,2.9,8.51,1000
30,2.7,0.078,2.622,270,3.0,8.64,1000
31,2.883,0.114,2.769,270,3.1,8.77,1000
32,3.072,0.104,2.968,270,3.2,8.91,1000
33,3.267,0.25,3.017,270,3.3,9.04,1000
34,3.468,0.13,3.338,270,3.4,9.17,1000
35,3.675,0.178,3.497,270,3.5,9.3,1000
36,3.888,0.277,3.611,270,3.6,9.43,1000
37,4.107,0.253,3.854,270,3.7,9.56,1000
38,4.332,0.269,4.063,270,3.8,9.69,1000
39,4.563,0.211,4.352,270,3.9,9.83,1000
40,4.8,0.215,4.585,270,4.0,9.96,1000
41,5.043,0.321,4.722,270,4.1,10.09,1000
42,5.292,0.231,5.061,270,4.2,10.22,1000
43,5.547,0.284,5.263,270,4.29,10.35,1000
44,5.808,0.267,5.541,270,4.39,10.48,1000
45,6.075,0.337,5.738,270,4.49,10.61,1000
46,6.345,0.368,5.977,270,4.59,10.75,1000
47,6.615,0.406,6.209,270,4.69,10.88,1000
48,6.885,0.326,6.559,270,4.79,11.01,1000
49,7.155,0.303,6.852,270,4.89,11.14,1000
50,7.425,0.319,7.106,270,4.99,11.27,1000
51,7.695,0.383,7.312,270,5.09,11.4,1000
52,7.965,0.311,7.654,270,5.19,11.53,1000
53,8.235,0.418,7.817,270,5.29,11.66,1000
54,8.505,0.487,8.018,270,5.39,11.79,1000
55,8.775,0.496,8.279,270,5.49,11.93,1000
56,9.045,0.508,8.537,270,5.59,12.06,1000
57,9.315,0.512,8.803,270,5.69,12.19,1000
58,9.585,0.543,9.042,270,5.79,12.32,1000
59,9.855,0.546,9.309,270,5.89,12.45,1000
60,10.125,0.5,9.625,270,5.99,12.58,1000
61,10.395,0.552,9.843,270,6.08,12.71,1000
62,10.665,0.498,10.167,270,6.18,12.84,1000
63,10.935,0.638,10.297,270,6.28,12.97,1000
64,11.205,0.566,10.639,270,6.38,13.1,1000
65,11.475,0.618,10.857,270,6.48,13.23,1000
66,11.745,0.698,11.047,270,6.58,13.37,1000
67,12.015,0.729,11.286,270,6.68,13.5,1000
68,12.285,0.664,11.621,270,6.78,13.63,1000
69,12.555,0.691,11.864,270,6.88,13.76,1000
70,12.825,0.711,12.114,270,6.98,13.89,1000
71,13.095,0.818,12.277,270,7.08,14.02,1000
72,13.365,0.824,12.541,270,7.18,14.15,1000
73,13.635,0.83,12.805,270,7.27,14.28,1000
74,13.905,0.836,13.069,270,7.37,14.41,1000
75,14.175,0.857,13.318,270,7.47,14.54,1000
76,14.445,0.842,13.603,270,7.57,14.67,1000
77,14.715,0.885,13.83,270,7.67,14.8,1000
78,14.985,0.941,14.044,270,7.77,14.93,1000
79,15.255,0.963,14.292,270,7.87,15.06,1000
80,15.525,0.935,14.59,270,7.97,15.19,1000
81,15.795,1.089,14.706,270,8.06,15.32,1000
82,16.065,1.02,15.045,270,8.16,15.45,1000
83,16.335,1.111,15.224,270,8.26,15.58,1000
84,16.605,1.011,15.594,270,8.36,15.71,1000
85,16.875,1.083,15.792,270,8.46,15.84,1000
86,17.145,1.183,15.962,270,8.56,15.97,1000
87,17.415,1.17,16.245,270,8.66,16.1,1000
88,17.685,1.167,16.518,270,8.75,16.23,1000
89,17.955,1.124,16.831,270,8.85,16.36,1000
90,18.225,1.321,16.904,270,8.95,16.49,1000
91,18.495,1.262,17.233,270,9.05,16.62,1000
92,18.765,1.373,17.392,270,9.15,16.75,1000
93,19.035,1.309,17.726,270,9.25,16.88,1000
94,19.305,1.355,17.95,270,9.34,17.01,1000
95,19.575,1.362,18.213,270,9.44,17.14,1000
96,19.845,1.432,18.413,270,9.54,17.27,1000
97,20.115,1.478,18.637,270,9.64,17.4,1000
98,20.385,1.408,18.977,270,9.74,17.53,1000
99,20.655,1.451,19.204,270,9.84,17.66,1000
100,20.925,1.611,19.314,270,9.93,17.79,1000
101,21.195,1.473,19.722,270,10.03,17.92,1000
102,21.465,1.612,19.853,270,10.13,18.05,1000
103,21.735,1.787,19.948,270,10.23,18.18,1000
104,22.005,1.592,20.413,270,10.33,18.31,1000
105,22.275,1.728,20.547,270,10.42,18.44,1000
106,22.545,1.67,20.875,270,10.52,18.57,1000
107,22.815,1.787,21.028,270,10.62,18.69,1000
108,23.085,1.695,21.39,270,10.72,18.82,1000
109,23.355,1.785,21.57,270,10.81,18.95,1000
110,23.625,1.831,21.794,270,10.91,19.08,1000
111,23.895,1.943,21.952,270,11.01,19.21,1000
112,24.165,1.863,22.302,270,11.11,19.34,1000
113,24.435,1.788,22.647,270,11.2,19.47,1000
114,24.705,1.98,22.725,270,11.3,19.6,1000
115,24.975,2.003,22.972,270,11.4,19.73,1000
116,25.245,2.063,23.182,270,11.5,19.85,1000
117,25.515,2.107,23.408,270,11.59,19.98,1000
118,25.785,2.125,23.66,270,11.69,20.11,1000
119,26.055,2.133,23.922,270,11.79,20.24,1000
120,26.325,2.197,24.128,270,11.89,20.37,1000
121,26.595,2.179,24.416,270,11.98,20.5,1000
122,26.865,2.313,24.552,270,12.08,20.63,1000
123,27.135,2.29,24.845,270,12.18,20.75,1000
124,27.405,2.265,25.14,270,12.27,20.88,1000
125,27.675,2.361,25.314,270,12.37,21.01,1000
126,27.945,2.404,25.541,270,12.47,21.14,1000
127,28.215,2.264,25.951,270,12.56,21.27,1000
128,28.485,2.457,26.028,270,12.66,21.39,1000
129,28.755,2.543,26.212,270,12.76,21.52,1000
130,29.025,2.656,26.369,270,12.85,21.65,1000
131,29.295,2.599,26.696,270,12.95,21.78,1000
132,29.565,2.624,26.941,270,13.05,21.9,1000
133,29.835,2.732,27.103,270,13.14,22.03,1000
134,30.105,2.731,27.374,270,13.24,22.16,1000
135,30.375,2.762,27.613,270,13.34,22.29,1000
136,30.645,2.793,27.852,270,13.43,22.42,1000
137,30.915,2.798,28.117,270,13.53,22.54,1000
138,31.185,2.925,28.26,270,13.63,22.67,1000
139,31.455,3.022,28.433,270,13.72,22.8,1000
140,31.725,2.88,28.845,270,13.82,22.92,1000
