timestamp_ms,target_pos,actual_pos,error,velocity_cmd,torque_load,torque_total_req,hz
0,0.0,0.011,-0.011,360,0.0,0.0,1000
1,0.003,0.003,-0.0,360,0.1,4.82,1000
2,0.012,0.068,-0.056,360,0.2,4.96,1000
3,0.027,-0.023,0.05,360,0.3,5.09,1000
4,0.048,0.008,0.04,360,0.4,5.22,1000
5,0.075,-0.087,0.162,360,0.5,5.35,1000
6,0.108,0.087,0.021,360,0.6,5.48,1000
7,0.147,-0.028,0.175,360,0.7,5.61,1000
8,0.192,0.038,0.154,360,0.8,5.75,1000
9,0.243,-0.029,0.272,360,0.9,5.88,1000
10,0.3,0.025,0.275,360,1.0,6.01,1000
11,0.363,0.041,0.322,360,1.1,6.14,1000
12,0.432,0.124,0.308,360,1.2,6.27,1000
13,0.507,0.025,0.482,360,1.3,6.4,1000
14,0.588,0.097,0.491,360,1.4,6.54,1000
15,0.675,0.017,0.658,360,1.5,6.67,1000
16,0.768,0.143,0.625,360,1.6,6.8,1000
17,0.867,0.109,0.758,360,1.7,6.93,1000
18,0.972,0.031,0.941,360,1.8,7.06,1000
19,1.083,0.076,1.007,360,1.9,7.19,1000
20,1.2,0.037,1.163,360,2.0,7.33,1000
21,1.323,0.122,1.201,360,2.1,7.46,1000
22,1.452,0.094,1.358,360,2.2,7.59,1000
23,1.587,0.056,1.531,360,2.3,7.72,1000
24,1.728,0.155,1.573,360,2.4,7.85,1000
25,1.875,0.042,1.833,360,2.5,7.98,1000
26,2.028,0.102,1.926,360,2.6,8.12,1000
27,2.187,-0.051,2.238,360,2.7,8.25,1000
28,2.352,0.1,2.252,360,2.8,8.38,1000
29,2.523,0.075,2.448,360,2.9,8.51,1000
30,2.7,0.098,2.602,360,3.0,8.64,1000
31,2.883,0.137,2.746,360,3.1,8.77,1000
32,3.072,0.146,2.926,360,3.2,8.91,1000
33,3.267,0.251,3.016,360,3.3,9.04,1000
34,3.468,0.208,3.26,360,3.4,9.17,1000
35,3.675,0.198,3.477,360,3.5,9.3,1000
36,3.888,0.199,3.689,360,3.6,9.43,1000
37,4.107,0.297,3.81,360,3.7,9.56,1000
38,4.332,0.334,3.998,360,3.8,9.69,1000
39,4.563,0.26,4.303,360,3.9,9.83,1000
40,4.8,0.267,4.533,360,4.0,9.96,1000
41,5.043,0.309,4.734,360,4.1,10.09,1000
42,5.292,0.233,5.059,360,4.2,10.22,1000
43,5.547,0.278,5.269,360,4.29,10.35,1000
44,5.808,0.261,5.547,360,4.39,10.48,1000
45,6.075,0.343,5.732,360,4.49,10.61,1000
46,6.348,0.255,6.093,360,4.59,10.75,1000
47,6.627,0.31,6.317,360,4.69,10.88,1000
48,6.912,0.284,6.628,360,4.79,11.01,1000
49,7.203,0.313,6.89,360,4.89,11.14,1000
50,7.5,0.377,7.123,360,4.99,11.27,1000
51,7.803,0.333,7.47,360,5.09,11.4,1000
52,8.112,0.305,7.807,360,5.19,11.53,1000
53,8.427,0.484,7.943,360,5.29,11.66,1000
54,8.748,0.422,8.326,360,5.39,11.79,1000
55,9.075,0.392,8.683,360,5.49,11.93,1000
56,9.408,0.537,8.871,360,5.59,12.06,1000
57,9.747,0.527,9.22,360,5.69,12.19,1000
58,10.092,0.571,9.521,360,5.79,12.32,1000
59,10.443,0.525,9.918,360,5.89,12.45,1000
60,10.8,0.528,10.272,360,5.99,12.58,1000
61,11.16,0.495,10.665,360,6.08,12.71,1000
62,11.52,0.5,11.02,360,6.18,12.84,1000
63,11.88,0.606,11.274,360,6.28,12.97,1000
64,12.24,0.612,11.628,360,6.38,13.1,1000
65,12.6,0.604,11.996,360,6.48,13.23,1000
66,12.96,0.748,12.212,360,6.58,13.37,1000
67,13.32,0.706,12.614,360,6.68,13.5,1000
68,13.68,0.736,12.944,360,6.78,13.63,1000
69,14.04,0.757,13.283,360,6.88,13.76,1000
70,14.4,0.744,13.656,360,6.98,13.89,1000
71,14.76,0.824,13.936,360,7.08,14.02,1000
72,15.12,0.746,14.374,360,7.18,14.15,1000
73,15.48,0.721,14.759,360,7.27,14.28,1000
74,15.84,1.001,14.839,360,7.37,14.41,1000
75,16.2,0.928,15.272,360,7.47,14.54,1000
76,16.56,0.818,15.742,360,7.57,14.67,1000
77,16.92,0.861,16.059,360,7.67,14.8,1000
78,17.28,0.852,16.428,360,7.77,14.93,1000
79,17.64,1.038,16.602,360,7.87,15.06,1000
80,18.0,0.963,17.037,360,7.97,15.19,1000
81,18.36,1.045,17.315,360,8.06,15.32,1000
82,18.72,1.077,17.643,360,8.16,15.45,1000
83,19.08,0.992,18.088,360,8.26,15.58,1000
84,19.44,1.054,18.386,360,8.36,15.71,1000
85,19.8,1.132,18.668,360,8.46,15.84,1000
86,20.16,1.137,19.023,360,8.56,15.97,1000
