timestamp_ms,target_pos,actual_pos,error,velocity_cmd,torque_load,torque_total_req,hz
0,0.0,-0.067,0.067,90,0.0,0.0,1000
1,0.003,-0.059,0.062,90,0.1,4.82,1000
2,0.012,-0.05,0.062,90,0.2,4.96,1000
3,0.027,0.046,-0.019,90,0.3,5.09,1000
4,0.048,0.006,0.042,90,0.4,5.22,1000
5,0.075,-0.008,0.083,90,0.5,5.35,1000
6,0.108,-0.001,0.109,90,0.6,5.48,1000
7,0.147,-0.073,0.22,90,0.7,5.61,1000
8,0.192,-0.115,0.307,90,0.8,5.75,1000
9,0.243,-0.032,0.275,90,0.9,5.88,1000
10,0.3,0.037,0.263,90,1.0,6.01,1000
11,0.363,0.032,0.331,90,1.1,6.14,1000
12,0.432,0.033,0.399,90,1.2,6.27,1000
13,0.507,0.015,0.492,90,1.3,6.4,1000
14,0.588,0.078,0.51,90,1.4,6.54,1000
15,0.675,0.034,0.641,90,1.5,6.67,1000
16,0.765,0.136,0.629,90,1.6,6.8,1000
17,0.855,0.056,0.799,90,1.7,6.93,1000
18,0.945,0.125,0.82,90,1.8,7.06,1000
19,1.035,0.092,0.943,90,1.9,7.19,1000
20,1.125,0.01,1.115,90,2.0,7.33,1000
21,1.215,0.097,1.118,90,2.1,7.46,1000
22,1.305,0.08,1.225,90,2.2,7.59,1000
23,1.395,0.034,1.361,90,2.3,7.72,1000
24,1.485,0.144,1.341,90,2.4,7.85,1000
25,1.575,0.093,1.482,90,2.5,7.98,1000
26,1.665,0.091,1.574,90,2.6,8.12,1000
27,1.755,0.157,1.598,90,2.7,8.25,1000
28,1.845,0.153,1.692,90,2.8,8.38,1000
29,1.935,0.131,1.804,90,2.9,8.51,1000
30,2.025,0.09,1.935,90,3.0,8.64,1000
31,2.115,0.141,1.974,90,3.1,8.77,1000
32,2.205,0.141,2.064,90,3.2,8.91,1000
33,2.295,0.242,2.053,90,3.3,9.04,1000
34,2.385,0.204,2.181,90,3.4,9.17,1000
35,2.475,0.144,2.331,90,3.5,9.3,1000
36,2.565,0.26,2.305,90,3.6,9.43,1000
37,2.655,0.245,2.41,90,3.7,9.56,1000
38,2.745,0.233,2.512,90,3.8,9.69,1000
